player,season,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Lamine Yamal,2425,50,6021,47,42,3821,42.4,12,22,34,12,0,0,4,0,11.6,11.6,16.7,28.4,212,183,476,0.8500000000000001,2.0999999999999996,2.94,0.8500000000000001,2.94,0.64,0.94,1.58,0.64,1.58,42.4,12,181,62,118.2,11.46,4.45,0.2299999999999999,0.56,40.0,3,0,0,0.17,-1.6,-1.6,1319,1758,151.89999999999998,18460,5184,827,955,175.5,372,507,149.3,63,141,88.6,22,16.7,13.6,0.2999999999999999,83,83,107,19,183,1758,1685,64,7,35,4,141,25,32,12,0,0,1319,9,66,219,11.47,137,4,41,21,12,4,33,1.63,24,0,5,2,2,0,53,36,13,21,19,21,47,97.7,26,18,0,18,23,72,5,0,2379,11,122,740,1562,259,2379,349,173,87.3,146,95.0,1681,11493,5991,212,110,109,113,56,1936,476,246,240.8,42,260,24,5,60,0,8.09,123,37,86,6.15,3.24,90.9,35.6,55.3,2.62,2.48,0,44,76,23,141,23,36,2,0,0,137,2,5,58.3
Lautaro Martinez,2425,52,3994,33,32,2682,29.8,12,3,15,12,0,0,1,0,13.5,13.5,4.3,17.8,34,68,197,0.42,0.11,0.53,0.42,0.53,0.47,0.15,0.62,0.47,0.62,29.8,12,106,35,58.3,6.63,1.95,0.12,0.35,13.8,0,0,0,0.13,-1.5,-1.5,472,634,74.4,7494,1609,264,324,81.5,152,198,76.8,41,56,73.2,3,4.3,4.3,-1.3,36,41,22,1,68,634,596,30,3,9,10,13,2,0,0,0,0,472,8,21,77,2.7,58,0,2,12,4,1,8,0.28,5,0,1,2,0,0,30,16,10,12,8,13,25,52.0,12,21,3,18,10,40,15,0,981,15,84,413,494,162,981,47,17,36.2,25,53.2,625,2739,1101,34,27,12,70,54,754,197,142,107.8,32,173,16,1,28,2,3.5,58,30,28,-1.2,-4.06,48.7,25.8,23.0,0.81,0.01,0,43,45,24,13,10,16,0,0,0,73,35,38,47.9
Michael Olise,2425,44,4002,36,29,2438,27.1,12,16,28,12,0,0,3,0,9.7,9.7,12.0,21.7,119,184,381,0.46,1.45,1.91,0.46,1.91,0.38,0.46,0.84,0.38,0.84,27.1,12,88,36,41.9,5.05,1.39,0.14,0.33,17.6,7,0,0,0.11,2.3,2.3,1290,1585,81.4,19018,5660,809,881,91.8,397,474,83.8,67,143,46.9,16,12.0,12.5,3.0,90,89,111,13,184,1585,1451,128,14,25,7,136,41,72,45,3,0,1290,6,44,169,6.51,121,17,15,7,9,0,25,0.96,13,3,2,3,4,0,36,24,10,21,5,17,38,44.7,21,23,1,22,8,44,16,2,1957,18,107,665,1208,148,1957,151,72,47.7,60,39.7,1305,7418,3808,119,69,46,59,29,1556,381,121,114.8,29,168,11,7,38,1,3.91,72,24,48,2.68,-3.06,61.1,20.4,40.7,1.57,-0.35,0,23,69,5,136,8,24,2,0,0,105,11,12,47.8
Mohamed Salah,2425,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,25.2,18.2,14.2,32.4,155,144,488,0.77,0.48,1.25,0.53,1.01,0.67,0.38,1.05,0.49,0.87,37.5,29,121,50,41.3,3.23,1.33,0.17,0.4,14.5,1,9,9,0.15,3.8,1.8,892,1263,70.6,13343,3919,501,601,83.4,302,433,69.7,59,100,59.0,18,14.2,9.1,3.8,88,53,93,15,144,1263,1227,30,7,19,3,79,23,0,0,0,0,892,6,62,169,4.51,123,2,22,14,5,3,27,0.72,20,0,5,2,0,0,21,11,7,5,9,8,17,47.1,9,12,0,12,9,30,5,0,1695,11,97,500,1119,356,1686,137,58,42.3,72,52.6,1150,6909,3700,155,59,127,116,67,1407,488,89,98.6,38,89,29,0,0,0,2.21,85,40,45,1.2,1.2,81.6,38.1,43.5,1.16,1.05,0,25,39,18,79,9,11,0,0,0,101,9,14,39.1
Nico Williams,2425,65,6006,37,29,2639,29.4,8,6,14,8,0,0,1,0,5.2,5.2,5.1,10.3,150,90,321,1.2,0.41,1.6,1.2,1.6,0.37,0.4599999999999999,0.83,0.37,0.83,29.4,8,68,24,129.2,6.23,2.6,0.6,1.4300000000000002,33.7,1,0,0,0.1699999999999999,1.8,1.8,676,925,151.9,10407,2465,402,464,178.10000000000002,197,265,147.3,56,120,97.4,6,5.1,6.300000000000001,0.9,53,27,44,12,90,925,836,84,11,1,5,152,12,61,26,21,0,676,5,41,138,9.81,84,20,22,3,6,3,15,0.96,10,2,2,0,1,0,31,21,10,12,9,12,37,54.4,25,25,1,24,8,38,10,0,1344,8,100,398,877,140,1344,223,81,72.5,125,113.9,885,6829,3723,150,71,68,70,57,977,321,227,204.8,29,254,15,8,87,1,5.33,46,22,24,1.91,0.7300000000000001,40.7,25.700000000000003,15.0,1.5,1.01,0,26,40,15,152,8,21,0,0,0,119,13,20,79.3
Nuno Mendes,2425,65,6006,33,26,2455,27.3,1,4,5,1,0,0,3,0,2.4000000000000004,2.4000000000000004,5.0,7.4,69,158,133,0.05,0.41,0.4599999999999999,0.05,0.4599999999999999,0.1699999999999999,0.28,0.45,0.1699999999999999,0.45,27.3,1,27,11,109.6,2.52,0.91,0.05,0.11,39.5,1,0,0,0.16,-1.4,-1.4,1615,1853,175.10000000000002,27856,7853,747,813,184.2,724,806,181.7,125,179,125.2,4,5.0,4.199999999999999,-2.0,33,155,36,14,158,1853,1652,198,41,3,29,89,148,9,5,3,0,1615,3,25,80,5.88,59,6,5,4,4,2,7,0.5700000000000001,6,1,0,0,0,0,42,27,22,15,5,29,50,113.5,21,31,10,21,30,65,48,2,2130,67,464,1133,554,51,2130,74,38,91.8,35,106.3,1268,6164,4010,69,51,15,33,30,1531,133,247,200.2,26,277,19,7,69,5,6.98,64,22,42,4.3,0.1699999999999999,56.599999999999994,17.2,39.3,2.8899999999999997,0.8,0,21,35,2,89,30,27,1,1,0,122,25,16,124.4
Ousmane Dembele,2425,80,5991,38,27,2420,26.9,24,7,31,23,1,1,2,0,17.1,16.3,9.4,25.7,159,151,298,1.91,0.5800000000000001,2.49,1.86,2.4400000000000004,1.01,0.75,1.76,0.97,1.72,26.9,24,125,59,106.4,12.72,5.26,0.35,0.74,35.4,0,1,1,0.23,3.9,3.7,963,1244,146.6,15519,4150,519,613,168.0,329,406,150.2,88,137,118.6,7,9.4,8.1,-3.4000000000000004,77,99,63,5,151,1244,1140,96,13,15,11,141,5,64,17,24,0,963,8,45,137,13.06,90,22,12,7,5,1,17,1.32,12,0,1,2,2,0,19,10,0,12,7,7,15,133.3,8,10,0,10,10,29,4,2,1551,4,60,553,952,186,1550,127,57,91.1,62,88.1,1037,7509,4326,159,105,78,49,32,1288,298,214,177.5,27,252,8,11,108,3,6.18,69,22,47,3.99,-0.95,59.1,20.6,38.400000000000006,2.71,0.98,0,18,22,13,141,10,10,2,0,0,51,7,8,100.0
Pedri,2425,63,6006,47,45,3515,39.1,6,7,13,6,0,0,3,0,3.3000000000000003,3.3000000000000003,8.200000000000001,11.5,98,370,152,0.53,0.8400000000000001,1.36,0.53,1.36,0.6000000000000001,0.61,1.22,0.6000000000000001,1.22,39.1,6,37,17,144.0,4.88,2.68,0.49,1.36,35.7,0,0,0,0.27,0.7,0.7,2484,2838,177.3,41893,10411,1210,1289,185.1,974,1091,184.2,238,329,155.39999999999998,7,8.200000000000001,9.5,-2.1999999999999997,80,340,81,4,370,2838,2694,140,74,28,16,69,15,41,22,1,0,2484,4,45,181,12.9,163,8,3,2,4,1,18,1.01,16,1,1,0,0,0,67,49,15,42,10,26,74,84.3,48,45,3,42,34,94,21,1,3180,37,285,1871,1056,63,3180,66,41,85.6,24,112.8,2086,11609,5636,98,108,11,55,41,2487,152,200,191.3,45,203,16,2,21,1,7.97,101,36,65,6.49,1.1900000000000002,76.0,36.0,40.0,2.97,0.3099999999999998,0,14,60,3,69,34,49,0,0,0,264,7,6,53.8
Raphinha,2425,54,3992,41,37,3259,36.2,19,13,32,17,2,2,6,0,19.2,17.6,12.7,30.3,94,135,349,0.7799999999999999,1.15,1.93,0.72,1.86,0.61,0.4,1.01,0.56,0.96,36.2,19,131,48,77.80000000000001,7.62,2.98,0.19,0.53,19.1,18,2,2,0.16,-1.2,-1.6,1064,1497,71.1,17773,4933,557,661,84.3,358,474,75.5,113,249,45.4,13,12.7,10.1,-3.7,91,87,67,18,135,1497,1260,225,49,11,15,241,19,140,48,41,0,1064,12,36,163,5.17,101,31,8,12,10,1,22,0.7,11,2,4,2,2,1,36,22,6,19,11,19,39,48.7,20,29,2,27,13,47,26,0,1863,31,114,661,1113,183,1861,103,52,50.5,44,42.7,1016,5592,2865,94,66,46,53,29,1316,349,163,156.7,37,168,25,4,35,1,4.88,101,36,65,4.07,0.28,75.3,36.1,39.2,1.24,-0.36,0,16,43,11,241,13,22,2,0,0,94,9,6,60.0
Robert Lewandowski,2425,105,5964,39,34,2889,32.0,31,2,33,27,4,5,3,0,28.1,24.2,2.4,26.5,27,50,169,4.32,0.07,4.39,3.48,3.55,1.63,0.13,1.75,0.93,1.06,32.0,31,121,49,107.2,12.08,5.08,0.72,1.28,37.599999999999994,5,4,5,0.26,-0.1,-0.2,402,545,156.0,5132,946,256,309,182.2,95,125,143.2,15,31,98.1,2,2.4,1.6,-0.4,20,31,10,0,50,545,526,15,1,3,7,6,0,0,0,0,0,402,4,22,54,4.67,36,0,4,8,5,1,4,0.84,3,0,0,1,0,0,12,7,1,5,6,5,11,45.5,6,16,2,14,3,15,29,0,885,36,68,336,488,182,880,41,23,107.1,15,70.4,498,1894,628,27,11,16,78,45,697,169,173,140.5,34,233,16,5,78,5,5.07,79,32,47,2.73,-0.99,65.1,35.0,30.1,-0.4599999999999999,-2.71,0,37,43,19,6,3,7,0,0,0,51,38,43,68.7
Scott McTominay,2425,108,7984,41,36,3260,36.2,14,4,18,14,0,0,5,0,7.8,7.8,2.8000000000000003,10.6,58,117,137,3.4299999999999997,0.12,3.55,3.4299999999999997,3.55,0.66,0.12,0.78,0.66,0.78,36.2,14,85,35,93.4,19.31,4.07,0.66,2.36,40.2,2,0,0,0.24,5.2,5.2,829,996,251.8,13558,3272,412,471,256.4,318,366,267.2,69,96,234.6,4,2.8000000000000003,2.1,1.2,28,76,23,1,117,996,969,25,11,10,8,20,6,5,4,1,0,829,2,22,77,9.18,45,3,3,17,7,2,10,0.31,6,0,1,2,1,0,47,27,14,28,5,19,39,100.0,20,24,6,18,27,74,59,0,1429,62,261,770,423,114,1429,96,41,72.9,38,168.4,791,4475,2142,58,45,15,76,53,1015,137,203,197.5,36,179,32,5,44,0,5.48,52,30,22,-0.84,-0.86,45.8,26.700000000000003,19.1,0.4400000000000001,1.46,0,50,66,5,20,27,27,1,0,0,150,73,55,211.4
Serhou Guirassy,2425,56,3992,31,30,2718,30.2,21,4,25,18,3,4,4,0,22.7,19.6,3.9,23.5,25,43,128,0.73,0.14,0.87,0.62,0.76,0.79,0.14,0.92,0.68,0.81,30.2,21,90,34,63.4,5.98,1.89,0.21,0.55,12.1,1,3,4,0.23,-1.7,-1.6,456,627,72.7,5726,933,305,375,81.3,105,147,71.4,16,23,69.6,4,3.9,3.1,0.1,25,28,14,0,43,627,578,48,0,9,3,1,0,0,0,0,0,456,1,12,53,1.84,36,0,1,10,6,0,10,0.35,5,0,0,3,2,0,7,6,2,2,3,2,5,40.0,3,10,3,7,4,11,38,0,965,40,76,485,410,160,961,39,11,28.2,21,53.8,528,2195,904,25,22,12,76,30,747,128,207,142.0,30,209,25,1,30,0,1.57,58,50,8,-0.44,-5.58,52.8,37.1,15.7,0.54,0.03,0,18,57,12,1,4,6,2,0,0,45,109,97,52.9
Viktor Gyokeres,2425,26,1998,33,31,2804,31.2,39,7,46,27,12,12,4,0,30.8,21.4,7.1,28.5,133,68,335,1.25,0.22,1.48,0.87,1.09,0.99,0.23,1.22,0.69,0.92,31.2,39,127,66,52.0,4.08,2.12,0.21,0.41,15.6,7,12,12,0.17,8.2,5.6,506,709,71.4,6113,1128,332,429,77.4,120,165,72.7,14,21,66.7,7,7.1,6.9,-0.1,61,18,31,3,68,709,645,63,0,4,1,25,6,0,0,0,0,506,1,33,154,4.94,93,1,25,17,17,1,31,1.0,14,0,9,2,6,0,9,5,0,3,6,4,8,50.0,4,13,3,10,6,15,20,0,1141,19,33,336,789,284,1129,132,60,45.5,65,49.2,748,5364,2859,133,41,97,94,55,904,335,85,91.6,31,89,29,2,16,0,2.39,80,26,54,1.73,-0.73,66.1,21.9,44.1,1.42,-0.21,0,24,77,9,25,6,5,4,0,0,75,36,35,50.7
Vinicius Junior,2425,48,4000,36,28,2721,30.2,12,10,22,10,2,3,9,1,10.4,8.2,8.0,16.2,169,85,256,0.63,0.7,1.34,0.55,1.26,0.41,0.32,0.73,0.33,0.65,30.2,12,104,39,88.5,8.120000000000001,3.84,0.16,0.45,17.5,0,2,3,0.11,0.6,0.8,673,901,74.7,10433,2523,383,462,82.9,196,250,78.4,62,96,64.6,10,8.0,7.0,0.0,58,53,36,6,85,901,862,29,9,15,16,68,10,8,0,0,0,673,10,45,135,5.39,80,1,29,11,11,3,18,0.72,11,0,5,0,2,0,21,10,7,4,10,5,18,27.8,13,9,0,9,4,24,1,2,1264,4,75,378,839,199,1261,191,82,42.9,95,49.7,952,7763,4525,169,87,106,72,49,1059,256,153,140.2,28,185,13,8,68,0,4.27,55,33,22,1.1800000000000002,-4.24,43.8,27.0,16.8,0.67,-0.54,0,33,82,16,68,4,10,2,0,0,71,1,7,12.5
Virgil van Dijk,2425,65,3982,43,43,3870,43.0,3,1,4,3,0,0,7,0,2.7,2.7,0.7999999999999999,3.6,22,218,6,0.08,0.03,0.11,0.08,0.11,0.14,0.04,0.18,0.14,0.18,43.0,3,32,9,49.6,1.56,0.39,0.11,0.38,24.4,1,0,0,0.1699999999999999,0.3,0.3,3043,3328,182.0,55493,21760,1253,1304,191.3,1495,1572,188.0,266,393,138.4,1,0.7999999999999999,1.1,0.1999999999999999,15,309,9,0,218,3328,3071,253,97,1,22,1,8,0,0,0,0,3043,4,9,55,2.47,47,0,1,4,1,2,4,0.11,4,0,0,0,0,0,42,22,21,19,2,14,23,159.1,9,32,20,12,58,100,226,5,3752,529,1559,2026,178,54,3752,5,3,60.0,2,40.0,2126,9757,5306,22,26,3,11,5,2590,6,180,197.4,43,180,43,0,0,1,3.94,94,45,49,1.74,2.24,87.9,42.8,45.1,1.44,1.14,0,29,16,0,1,58,22,0,0,0,129,138,49,158.5
Vitinha,2425,119,10000,65,45,4224,47.0,7,4,11,5,2,2,4,0,5.6,4.0,6.0,10.2,98,271,137,0.36,0.24,0.6000000000000001,0.27,0.52,0.42,0.37,0.8,0.35,0.73,47.0,7,77,25,184.0,10.99,4.3100000000000005,0.18,0.65,66.9,3,2,2,0.2,1.4,1.0,2721,3048,243.4,47478,11079,1266,1347,268.1,1114,1200,253.4,283,364,182.6,4,6.0,6.1,-2.0,46,301,50,11,271,3048,2921,122,69,18,25,87,20,19,5,7,0,2721,5,47,126,9.02,100,6,8,5,7,0,7,0.38,5,1,1,0,0,0,69,40,25,35,9,37,81,122.1,44,43,10,33,31,97,44,2,3502,94,490,2085,962,93,3500,112,52,174.9,53,111.8,2326,12169,5860,98,98,26,88,54,2788,137,357,307.3,45,416,24,20,86,4,10.16,94,50,44,5.24,2.59,79.10000000000001,42.7,36.3,2.06,-0.85,0,40,50,8,87,31,40,0,0,0,223,32,33,69.2
